"index,Sentiment,Tweet"
"269,positive,alhamdulillah kidz zaman niw karya wajar umur bukan sok gede"
"270,positive,aduhh kerennnn suara enak nge jazz2 gimanaa gtu muka mah ntr tenar muka hahahahahaha skill nomer batu abege jaman now"
"271,positive,kereeen nihenak banget didengernyagak bosen puter ulang2daripada lipsing2 gajelas joget gtu"
"272,positive,waduuhhhkereeen bangeeet dedek2 emeesh"
"273,positive,sih yes bingitscoba iya seandaix anak video sprt video kreativ bagus dripda video mesumatau ngelem bau negativ dosa maluin tua"
"274,positive,bagussss dandan natural tidak permak kayak anak jaman now"
"275,positive,kereeeeennnn nyanyi santai banget"
"276,positive,polosssskerenga neko2 kayaknyajossss"
"277,positive,yesssssss bagus banget kids jaman now diksh jempolllll"
"278,positive,wajah2 anak sekolah banget yaakk mase alami banget suka liat lagu suara keren palg pakai bando suara mantap"
"279,positive,keren suara dasar cantik tinggal poles dikit sinar"
"280,positive,suara pas bngetpecah suara cakep"
"281,positive,keren banget suaranyatinggal permak biar cantikviralkann"
"282,positive,kereeeennnnnn suaranyaaahh okkeehh ketjeeehh badaaiik ughllaaaallaa"
"283,positive,yes yes yeskirain lypsinc habis sih suaranyaeh pas dua2nya nyanyi bareng sadar aslikereennn"
"284,positive,keren bakat artis uang muka cemerlang"
"285,positive,keren admin orang2 bakat kaya up kah publik"
"286,positive,kereeen banget suara kaya kids jaman now"
"287,positive,mrinding bagus poll jaga iya adik polos smpek kaya aw2 kawan"
"288,positive,kereenn sumpaah banget bagus"
"289,positive,iya ampun lakikny ganteng rini cantik mungil"
"290,positive,suami swett liat sayang banget istri ganteng haaaaaaa so swett moga langgeng slluo"
"291,positive,rini hamil iya selamat iya moga kandung sehat rini bahagia hamil moga lancar proses salin"
"292,positive,kasi anak sampek anak rusak jugak kaya emaknya iya"
"293,positive,pasang cantik ganteng suka deh liat"
"294,positive,hamil selamat iya sandra moga hamil sehat fit moga lancar prosesi salin calon"
"295,positive,happysukakkk banget couplesalah pasang sempurna"
"296,positive,lihat infotainment nikah jelang nikah sandra dewi bilang calon suami banget cepat anak hbs meni suka anak prepare program2 laku kasih anak but finallycongratssemoga lancar sehat lahir"
"297,positive,terhumble sempurna sederhana tidak sok lihat kaya tidak pnah manja pakai pesawat jet pribadi kayak"
"298,positive,bunda maia cantik moga sukses sehat iya cantik wajah cantik hati"
"299,positive,artis kaguminn nikah muda tidak neko2 sayang sayang suami utama anak tidak pusing dunia hibur kah artisann tajirrr mampuss plus tidak alayy tidak aneh2 salutt niaa smiga samawa iya nia and famzz"
"300,positive,iya sih jujur bukan fans nia pas tenar banget sinteronnya kah urus salut muda iya itungannya beda"
"301,positive,smnjk hbs nikah aura keluarr banget suami kliatan sayang nia kliatan gitu tulusss sukak deh liat"
"302,positive,mngkin marah2 krna tidak enk komenwajar marahtoh it foto ko bullysampe bawa2 fisik sgala tidak bgus pintar mnyikapi media sosial"
"303,positive,cantik banget yak anak cewek pusing kali yak jagain"
"304,positive,iya ariel tidak ganteng ariel kharisma tarik tua skrang keriput wajah kharisma lelaki lihat pancar bukti mama tante tergila2 ariel sa"
"305,positive,manusia harga tulis tulis tidak sakit hati iya tidak tulis sosmed smart iya teman"
"306,positive,lihat gaya kliatan bagus suka lgu sukses kak"
"307,positive,bangat emasnyajadi salpok diemasnyatp sumpah lagu music keren bngatapalagi konsep mv ambil handelkan keren sayakalo denada taro kutang minim perestasitp agnes wajarprestasi dunia fashion artis indonesia unggulkrn berani tidak cocok pakai"
"308,positive,coba deh kritik2 karya bagus kritik"
"309,positive,protes sihyang protes coba usaha dehjangan usaha pendek yabutuh go internationaljangan protesklau iya kaliam go international"
"310,positive,keren tidak suka agnes suka lagu suka ya nyanyi santai lagu asyik"
"311,positive,bandingin lagu go internasional ngena seru enak didenger tumben agnes tidak bumbu indonesia kaya batik gtu"
"312,positive,keren superman wkwkwk"
"313,positive,sumpah suka banget lagu asik banget dengernyaa"
"314,positive,enak banget lagu2 album suka inih beautiful mistake"
"315,positive,mantap suka bngt agneskarena artis talenta kah kaya tidak pamer artis ygblaingw suka tidak pamerkeren bngt"
"316,positive,enakk musik nyaa lhatt kakak agnes nyaa dance kaya nyaa nyamaann enakk banget kayaa nyaa"
"317,positive,asik bgts dancenyaapa lagu mancappppp"
"318,positive,ganteng banget aura kenceng banget diragukansemoga langgeng mami"
"319,positive,mami depe cantik banget awet muda tidak kalah nyanyi moga samawa"
"320,positive,ganteng yesss mami cuco deh babang moga langgeng iya unchhh lope mami"
"321,positive,dewi sabar keliahatannya keren moga langgeng"
"322,positive,pasang hidup ijk salut sih mami depe tidak matre neko2 single cocok mau ajak rit tidak kaya tetangga sblh saking matrenya suami embat"
"323,positive,mau duda mau singgel ngak laki jaman setia tani dunia akhirat amin bagus luck dewi persil sehat karya"
"324,positive,muantepp gantengselamat tempuh hidup mg langgeng rumah tanggax bhagia selladem ayem"
"325,positive,depe langgeng iya karo masnymb ngefans banget depe mas saiful smpe2 blng pembntuny gapapala ktnypgn banget ketemu depe dijambi"
"326,positive,dengar sakit hati tenang jalanin pilih andah bahagia hati maju sukses pasang mu"
"327,positive,cakepganteng pacar dewi persikudah ganti iya dewi"
"328,positive,untung bella orang2 fokus komen laki coba tidak model baju diceramahin netizen"
"329,positive,pasang suami istri normal romantisme istri tidak umbar jaga suka umbar mesra iti tutup nyata"
"330,positive,naksir cewek kyanya lembut banget kya bolu"
"331,positive,cewex cntik cowox mmmmhh he"
"332,positive,cewenya cantikk the power of kaya"
"333,positive,alhamdulillah ganteng babang emran iya"
"334,positive,alhamdulillah tidak engku emran masyaallah ganteng anteng sabar sholeh nyanyang senyum cute bawa asa deh"
"335,positive,cantik manis cewek cocok aja"
"336,positive,cewenya manis cakep kemarin tidak"
"337,positive,cantik sih hebat lakik ciwik cakep2 lho"
"338,positive,moga mhklo bella mh sangat pas"
"339,positive,moga tidak putus iya kakak bella bahagia banget tidak malu"
"340,positive,yaampun cantiikk bangett asli angguunn"
"341,positive,euum tuju sekaliii cantik wow pelihara he"
"342,positive,cantiik senyum maudy kusnaedi"
"343,positive,kisah jevin radhini rini ajar jodoh jalan ngikutin pas live the remix jevin bicara pacar nunjuk radhini pas jevin luk radhini erat banget backstage lolos kah final lihat jevin anak gentle tulus sayang allah maha pembolakbalik hati mei jevin radhini pcrn september jevin rini dipasangin the remix des final the remix jevin radhini putus feb jevin rini pcrn april jevin lamar rini feb jevin rini tunang mei jevin rini nikah allah works in many ways allahs plan is better than plan jevin dulunya berfikiran nikah umur sangka umur pcrn ngajakin anak nikah ah bahagia wedding soundwave bahagia"
"344,positive,arti jodohini bilang jodohcantik lahir batin tidak jodoh pisah"
"345,positive,pingkan suara enak banget bindeng2 gitu cir khas merem dengar suara langsung"
"346,positive,hati iya mbaa gigi hati luarbiasanya ajah benci cobaa sebutin heternya mbaa salah gigi laku duhh ajah sukak sifatnyaaaaaaaaaaa"
"347,positive,suka banget banget artis tidak neko neko nyata lahir"
"348,positive,alhamdulillahhh ngepost ayangnya ibel biarin deh damai isi dunia pasang tidak bilang ibel pho bahagia bday ibel"
"349,positive,kakak murid2ku ngajar sekolah internasional mihil anak cantik2 ramah bngt sepupu sekolah uang masuk jtan lbhsiswa tidak"
"350,positive,kakak bella sholehah hasil cantik allah mau kasih jodoh"
"351,positive,bela nikah dasar dasar agama utama iya biar laki2nya laki kaya raya mau nikahin"
"352,positive,aduh geulis kitu tinggal duuuhhhh hahaha jodoh allah kasih teeeh"
"353,positive,bu ameeel tidak kah bankkangen bu amel cantikramahbaik kangen tenteng hihiii bu amelnya pindah rumah hamil sehat2 iya bu amelsalam annabel"
"354,positive,ambil positif oma nan jalan mau bilang tidak oma langsung cerai pilih hidup doa moga langgeng meni ibadah heheu"
"355,positive,alesha arti nama lindung allahaamiin yra iya"
"356,positive,moga anak bsok pas bangun langsung dewasa biar jodoh gede cakep kaya kakak fahri"
"357,positive,admin mnta doa mudah lancar selamat lahir mei aamiin"
"358,positive,waaah hamil cantik cewek kali yeee debay"
"359,positive,acha cantik banget banget banget calon kasih momong allah smoga iya"
"360,positive,gemulai momo bak putri keraton jawa moga maut pisah gbu"
"361,positive,asa kaya mau manggung kakak moga lancar cepat momong biar princess momo tidak prince"
"362,positive,waaahhh dokter sigit iya dokter the best banget banget humble orgnya recomend banget mau program hamil"
"363,positive,ashanti bunda the best belainsupport anak mskipun bukan anak kndung"
"364,positive,orng hak laku suka tidak mrugikan ornglain mau aurel dandan natural hak aurel pinter banget dandan kliatan cantiiik banget"
"365,positive,untung aurel sambung kaya ashanti"
"366,positive,salut bunda mskipun sambung sellu plingbdpan mmbela aurel azriel pra hatters"
"367,positive,keren iya ashanty segitu sayang anak nyapadahal bukan anak kandung kandung hati kaya bidadari televisi televisi untung banget aurel azriel tiri"
"368,positive,salut bunda trdpan lindung ankyhmngalahin kandung sndri cma diam ajjbt aurel slah dya manusia cipta allah klau dya sgla yh suka nyinyiir pnampilan brarti nasib tuuh tidak aurel baek bagus nyinyiiir"
"369,positive,tiri hebat ntr 20an awat muda kasi paksa awat iya tutup tutup kuping mah"
"370,positive,aurel cantik lihat asli sirik jelek jelek muka tente cantik muda aurel aurel foto nampak putib bilang suntik lihat bilang tidak ra"
"371,positive,astagfirullah tolong jaga iya allah cipta manusia sempurna ngomongnya kayak aurel cantik wajar manusia ashanti wajar bain anak bukan cari perhati iya sia"
"372,positive,aurel perempuan hebat banget zaman pipi mimi lihat tidak anak strong kaya nyinyir iri aurel bahagia kaya bilang bunda ash anak hati2 sayangkm perempuan bayangin anak korban bully"
"373,positive,ganteng tidak salah managernya moga lancar iya"
"374,positive,muka insya allah jodoh dunia akhirat mbk amiiii"
"375,positive,cantik banggeett iya kak depe tidak lihat loh nikah gadis wajah cantik moga lancar kak depe bahagia dunia akhirat aammiinnn"
"376,positive,dadddd moga yaaa papapapa moga sehat saksi anakanaknya meni aamiin"
"377,positive,moga lancar nikah ayah lekas temu sehat"
"378,positive,moga nikah lancar ya larut sedih tiri tidak kandung alas anak kandung larang istri sibapak berrti cerita iya"
"379,positive,yea polisi pinter hahahaha langsung belok sim nyata cinta tidak rambu2 surat perintah yaelah pikir rumah mau geledah"
"380,positive,mau nikah baguass deh smoga kelak samawa"
"381,positive,lucu suara kak abbey cantik kayak haru"
"382,positive,ketemu artika sari disesemall jakartaampunnn ayuneemana semampaimurah senyummmcakep sangat"
"383,positive,pepatah yess buah jatuh tidak pohon cantik mama suara bagus pinter nyanyi darah seni papa generasi hebat"
"384,positive,bahagia anak cantik bakat syukur bnr titip indah"
"385,positive,moga ikan sehat rezeki berlimpaah"
"386,positive,moga sehat murah rejekinya iya"
"387,positive,pria setia kerja keras tidak malu pilihpilih cari nafkah sangat kebalikanbeda banget kenal mentang2 ganteng milih tidak kerja ketimbang ojol istri diselingkuhin mau"
"388,positive,doa istri anak abang lelaki tanggung sangat laki tanggung otomatis sayang anak istri beda sayang tanggung"
"389,positive,iya allah bahagia tidak mewah sederhana deh bahagia komunikasi"
"390,positive,cari rezeki tidak kenan tolong keras"
"391,positive,salut banting tulang hidup keluargayg duduk bangku empukpakai ac merampokyg milih rakyat jelata"
"392,positive,amin moga lancar mudah rezeki inget suami gojek srg nlp nanyain anak istri mkn mkn tidak hujan2an panas2an tidak penh keluh komunikasi keep in touch sela2 sibuk bangga juang ya ms gojek anak istri doa"
"393,positive,respect istri anak tunggu sabar rumah insya allah allah swt jaga"
"394,positive,lakilaki beneran juang unt anak istri bahagia istri insyaallah dunia rezeki tidak disangkasangka akhirat surga kelak amiin"
"395,positive,bangga suami istri profesi kau juara sehat gojek moga lacar rejekimu amiiin"
"396,positive,apaoun kerja halal you tuk nafkah semangat"
"397,positive,gojek mayoritas pegangguran tidak kerja putus asaa tibatiba lapang kerja tidak pakai ijasah sungguh lapang kerja sangat bantu"
"398,positive,asli cantik ayu loh temu langsung sembak sangat ramah tidak sombong mantan2 hhe maaf makeup natural sembak mau tonjol wa"
"399,positive,suami umur tua alhamdulillah suami tidak kekanak kana he"
"400,positive,undang kah hitamputih menang ssk jkt48 mjkt48 layak undang prestasi"
"401,positive,selamat buka puasa moga amal ibadah terima allah"
"402,positive,trans7 harga norwegia"
"403,positive,selamat iya mas masuk hitamputih"
"404,positive,asiknya trans7"
"405,positive,acara komplit tarik"
"406,positive,t7 inspiratif banget"
"407,positive,suka banget acara"
"408,positive,keren saudara laki"
"409,positive,lihat trans7 tidak sanggu ganteng"
"410,positive,cinta ikat silaturahmi hati"
"411,positive,terima kasih mau bantu sekolah adik"
"412,positive,moga lancar hitamputihtrans7"
"413,positive,trans7"
"414,positive,acara bagus lihat"
"415,positive,undang acara yadia jebol dangdut academi pinter nyanyi lagu india suara keren"
"416,positive,bagus rancang trans7 hitamputih sambil2 dakwah hibur terima kasih ustadz wijayanto"
"417,positive,rihanna bintang tamu kayak kangen tayang"
"418,positive,terimakasih tonton malam moga inspirasi ajar sobat7"
"419,positive,acara trans7 topik bagus pribadi ganda"
"420,positive,kisah anastasya wella seru banget iya kisah pribadi beda"
"421,positive,rindu"
"422,positive,wihh hebat kakek nenek"
"423,positive,tunggu sekian nongol trans7"
"424,positive,asik"
"425,positive,spensa boys poso trans7 asli keren pakai kemeja biru gingsul salam"
"426,positive,wahh asik vocalgrup terima kasih"
"427,positive,trans7 hbs acara bagus banget mas dedy"
"428,positive,acara trans7 malam bahas mantab tuju ulas"
"429,positive,seru on the spot"
"430,positive,trio gemas acara master dedy terima kasih"
"431,positive,usaha jujur kerja jujur"
"432,positive,keren undang acara hitamputih acara presiden"
"433,positive,suka banget episode malam"
"434,positive,kangen jeket bintang tamu trans7 seru pas jaman gen undang kah"
"435,positive,terima kasih saksi moga inspirasi hibur"
"436,positive,ok mau undang"
"437,positive,sangat inspirasi inspirasi"
"438,positive,seru trans7 live"
"439,positive,syukur hidup indonesia"
"440,positive,tuju banget deddy corbuzier trans7 guru tidak tanda jasa gaji"
"441,positive,selamat siang selamat aktivitas tunggu chaenel sayang trans7"
"442,positive,keren"
"443,positive,trans7 keren habis jesika cantik dedy ganteng"
"444,positive,acara oke"
"445,positive,ayo tweeps rapat sebentar live"
"446,positive,tweeps terima kasih saksi besok live"
"447,positive,keren tamu"
"448,positive,subhanallah anak karunia tidak banding trans7 hitamputih"
"449,positive,sangat kes dengar salah maju moga sukses"
"450,negative,bego haruka undang sebentar biar lihat younglex gitu hina bego"
"451,negative,miris lihat perintah juara angkat berat seasia tidak biaya juara nasional"
"452,negative,juara angkat berat seasia tidak terima hadiah tidak juara nasional kendala biaya"
"453,negative,haruka kali undang kah tolak hostnya tidak harga"
"454,negative,asa aneh acara tonton anak sekolah sekolah"
"455,negative,sedih dengar curhatanmu roxana moga tuhan jalan titik terang roxana"
"456,negative,miris anak indonesia sulit bahasa indonesa nyaman bahasa asing"
"457,negative,sombong mentang2 kaya pakai host kaya trans7"
"458,negative,parah banget trans7 bicara sembarang rusak generasi muda acara kaya"
"459,negative,bangkrut bukan perkara uang bangkrut tidak mimpi bangqomar"
"460,negative,takut powernya oma martha"
"461,negative,hasil tidak sesuai demo demo sila arti paksa"
"462,negative,mulut farhat abas anjing"
"463,negative,episode muncul tidak"
"464,negative,yaampun anak"
"465,negative,anak butuh sang ayah"
"466,negative,mario teguh campak anak"
"467,negative,tuna netra pegang jabat korupsi"
"468,negative,garing banget sih"
"469,negative,nyanyi anak lagu sakit malu"
"470,negative,bukan maksud ngatain ditindes"
"471,negative,bos cowo kerja salah bentak habis cewek diajakin becanda ketawa"
"472,negative,suara sang veteran koruptor hukum mati"
"473,negative,berita tidak nyebar sih"
"474,negative,buta dalem ruang pakai kacamata"
"475,negative,iya dunia haru pergi jupe"
"476,negative,nasib atlet iya"
"477,negative,iya sahabat lupa sahabat temu teman"
"478,negative,baby tatan menang lihat daddy"
"479,negative,angkat topi tunduk mbah simpen"
"480,negative,toleransi umat agama terap serang banten toleransi mitos"
"481,negative,suara sang veteran koruptor hukum mati"
"482,negative,duka anak buk"
"483,negative,harap"
"484,negative,tidak buruk pergi"
"485,negative,sodok ajah bu tertawa"
"486,negative,butuh masyarakat perintah butuh tindak bukan ngoceh media sosial"
"487,negative,hidup dijalanin bukan dipikirin"
"488,negative,pimpin pribadi korban"
"489,negative,hidup dijalanin bukan dipikirin mongol stres"
"490,negative,demo tidak nyelesaikan bermusyawara ajha"
"491,negative,bayang konvensional online usaha tidak bayar apa2 kalah"
"492,negative,enak taksi konvensional pepet taksi langsung tunggu online"
"493,negative,kaya negara inti tidak tuju usaha kaya"
"494,negative,tidak gadget mahal tipu tidak argonya argo kuda tidak aman pakai konvensional"
"495,negative,hidup pilih pasrah"
"496,negative,gawat darurat tetangga tembak sengaja kucing2 rumah"
"497,negative,miris lihat hewan aniaya"
"498,negative,bicara malu"
"499,negative,dedy sombong alu"
"500,positive,suka banget wawas ajar bicara keren"
"501,positive,tertawa mantap pokok seru"
"502,positive,rindu ilc indobesia lawyers club tvone"
"503,positive,indonesia lawyers club rupa program talkshow tunggu pirsa tvone bahas topik2"
"504,positive,kagum buya syafii maarif ilc tvone"
"505,positive,panglima bangga ilc tvone"
"506,positive,rating indonesia lawyers club televisi one langsung lesat"
"507,positive,sejuk ilc kayak obrol ilc tvone"
"508,positive,tvone indonesia lawyers club ayo"
"509,positive,ajar debat bidang hukum"
"510,positive,selamat tayang indonesia lawyers club tvone"
"511,positive,adem hati aa gymnastiar"
"512,positive,ikhlas lepas doa"
"513,positive,abang cerdas hebat"
"514,positive,ustadz keren banget"
"515,positive,damai senandung"
"516,positive,damai senandung pecah belah umat agama musnah"
"517,positive,moga paham sejati rupa indonesia"
"518,positive,ilc malam adem"
"519,positive,indah ilc malam muka agama rangkul tuju tinggal rusak selaras bangsa"
"520,positive,tuju banget ustad"
"521,positive,top banget utadz zaitun rasmin"
"522,positive,ayo tonton tvone saji berita2 obyektif"
"523,positive,polmart bijaksana"
"524,positive,rakyat dukung komisi berantas koruptor usut tuntas ektp"
"525,positive,acara televisi sangat suka"
"526,positive,tidak sabar tunggu"
"527,positive,semangat sehat karni tonton setia tunggu ilc tayang"
"528,positive,adem dengar nasehat aa gym moga sehat lindung"
"529,positive,sangat ilmu serap malam sejuk"
"530,positive,bangga"
"531,positive,salut komitmen wibawa jenderal sungguh"
"532,positive,hormat jendral"
"533,positive,aa gym sejuk mental jiwa"
"534,positive,terimakasih buya syafii bangga kejernihaannya"
"535,positive,polisi republik indonesia barakallahu mari buka hati"
"536,positive,milik kasih maaf mau maaf keren salut"
"537,positive,diketawain kalem ujung keringat dingin merem asli lucu"
"538,positive,ahmad dhani bicara seru"
"539,positive,dengar hasim muzadi sangat menentramkan keren"
"540,positive,salut hormat abang jhonson panjaitan lugas masuk akal"
"541,positive,kompak bela bnn polisi"
"542,positive,keren kali abang acara botak"
"543,positive,jokowi betul2 soleh hendropriyono"
"544,positive,top cerah prof"
"545,positive,media dukung iklan korporasi"
"546,positive,keren melek"
"547,positive,salut darmawan salihin"
"548,positive,semga ilc informasi"
"549,positive,acara debat yag hebat keren"
"550,negative,tunggu bukan tvshow indonesia lawyers club tvshow tidak cocok karakter siar tvone"
"551,negative,indonesia lawyers club tvone malam batal tayang malu rezim sakit takut"
"552,negative,potensi teroris sangat nyata peluang teroris"
"553,negative,indonesia tidak sikap presiden demo sibuk citra upload video tidak"
"554,negative,lihat acara bidik habieb rizieq habieb tidak pulang kah indonesia tidak tidak mutu"
"555,negative,minoritas ekonomi kuat kuasa mayoritas ekonomi lemah tidak bahas sumber radikal miris"
"556,negative,jaga jarak islamis radikal tidak lihat bangsa hancur"
"557,negative,omong tidak tarik tidak isi"
"558,negative,anis fitnah"
"559,negative,buah metromini metronome bentuk macet padat ikan putra petir"
"560,negative,bela cek pikir kalah anak sd"
"561,negative,kayak provokatif iya bawa acara beda kelas"
"562,negative,pribadi tidak suka acara ilc tidak selesai kayak"
"563,negative,bohong diulangulang"
"564,negative,racun puji"
"565,negative,males topik tidak"
"566,negative,bohong lari cepat kilat kalah"
"567,negative,nama tampang nabi hati iblis sesuai nyata acara nazarudin"
"568,negative,jabat sibuk bicara hak angket tv0ne"
"569,negative,paham gagal paham"
"570,negative,bicara segitu tidak maksud mau"
"571,negative,sumpah lihat muka lempar pakai sepatu nyebelin banget"
"572,negative,fahri dower sakit hati komisi berantas koruptor"
"573,negative,dewan wakil rakyat usik komisi berantas koruptor bidik"
"574,negative,ajarin dewan hak angket"
"575,negative,rakyat kadang tidak neng lihat superbodi kyknya tebang pilih"
"576,negative,rajut cabik cabik pimpin"
"577,negative,maksud cinta uang akar jahat"
"578,negative,geram lihat tingkah laku akhlaq oknum mengatasnama islam"
"579,negative,bohong publik rambut uban cat"
"580,negative,beda kelas bebas batal"
"581,negative,ilc tokoh betawi bilang betawi gampang inti bicara jaga inti"
"582,negative,rajut gampang bicara jaga"
"583,negative,buya safi maarif tua kalah bijak nasihat eep muda"
"584,negative,rampas hak dasar manusia batal hukum"
"585,negative,polisi kasihan lihat sangat bodoh hadap argumentasi hukum pakar it"
"586,negative,abi manyu kasi beliau tidak paham whatsapp miris"
"587,negative,bintang muncul tidak partai tokoh sanggup gerak"
"588,negative,menghimbau provokasi mantik benci tidak teduh mendung"
"589,negative,tindak anarkis aksi bukan demo"
"590,negative,mati seram"
"591,negative,ketua preman pasar bicara malu"
"592,negative,jaga moral konten porno negara darurat radikalisme mau tunggu perang kaya suriah kpi sadar"
"593,negative,butuh fakta bukti bukan bicara bohong"
"594,negative,kasi iya bapak2 peci pakai batik merah air dikeluarin"
"595,negative,syaiton musuh teman manusia setan setan tidak manusia"
"596,negative,dengar cerita bu marwah bodoh malu"
"597,negative,abang gaya benar2 pikir liberal miris"
"598,negative,sesat pikir"
"599,negative,bicara ribet"
"600,positive,ih lucu mas kick andy senyum2"
"601,positive,hasan merkids kick andy sangat inspirasi salut hasan"
"602,positive,ubah mimpi tindak kick andy"
"603,positive,kickandy gila"
"604,positive,terima kasih tonton acara episode ubah mimpi tindak moga manfaat"
"605,positive,temu lentera jiwa"
"606,positive,agung undang cerita jalan hidup"
"607,positive,musisi gelora semangat nasionalisme kebhinekaan unjuk gigi nkri harga mati"
"608,positive,anak imajinasi"
"609,positive,gila daki gunung mantap jiwa"
"610,positive,sayang alam niscaya alam sayang"
"611,positive,mantan narapidana rangkul cari kerja jalan hidup"
"612,positive,agung bukti buah karya kagum hasil ajar otodidak"
"613,positive,salah tonton tertawa agung hapsah muncul"
"614,positive,agung undang cerita jalan hidup"
"615,positive,jatuh bangkit bantu"
"616,positive,bangga sumbang karya nkri ronny patut acung jempol"
"617,positive,sahabat gimbal alas malam lupa iya gila daki gunung ala cak tarpin"
"618,positive,takut berani berani"
"619,positive,suka hindar yag tidak suka"
"620,positive,anak 16th berfikir dewasa membiyayai sekolah bajak sawah"
"621,positive,kangen ayah ayah langsung bilang syukur"
"622,positive,siang ajang reuni sahabat kosti kosti jateng"
"623,positive,ku lucu iya"
"624,positive,besok pagi uts pulang duluan poto bareng gambar"
"625,positive,bahagia masuk televisi kawan kick andy"
"626,positive,keren kocak tamu merekamereka lomba design malang"
"627,positive,lucu ketawa persis kayak televisi"
"628,positive,terima kasih inspirasi buka setia uji cinta sungguh"
"629,positive,cinta agung tuhan"
"630,positive,rias wanita semangat percaya"
"631,positive,inspirasi"
"632,positive,dukung"
"633,positive,mantap"
"634,positive,manusia bersih berani"
"635,positive,suka nasehat analta amir nyaring"
"636,positive,tarik buka pikir inspirasi sukses"
"637,positive,jago hahahaha"
"638,positive,salut orang2 kaya"
"639,positive,moga ok umur moga acara malam lancar"
"640,positive,ajang orangorang inspirasi"
"641,positive,suara penta boys keren banget juara rumania"
"642,positive,penta boys eks suka suara keren"
"643,positive,rupa selip detik kick andy keren"
"644,positive,terimakasih"
"645,positive,tayang sangat inspiratif motivasi cinta orangorang disabilitas"
"646,positive,perjuagan istimewa tembus batas syukur allah sangat inspirasi"
"647,positive,syukur hidup"
"648,positive,acara sangat inspirasi salut"
"649,positive,suka tamu undang inspirasi"
"650,negative,puncak lupa sampah bawa turun alam bukan sampah henti sampah gunung"
"651,negative,rt wna ancam deportasi lia ancam pidana"
"652,negative,nyala lilin umpat gelap"
"653,negative,tidak mau bohong gimbal alas malang"
"654,negative,sampan tidak bayar padang pasir betapa jua emp"
"655,negative,cari uang paksa upaya malas"
"656,negative,hidup terkadang tidak net"
"657,negative,coba suami istri sakit coba istri suami tidak uang miris"
"658,negative,haru dengar puisi perempuan tidak henti jaga anakanak shinta nuriyah miris"
"659,negative,anak milik bukan milik salah bantu istri asuh anak"
"660,negative,uji suami istri sakit uji istri suami tidak apaapa"
"661,negative,andy mampir gaya remaja idola remaja tidak beli"
"662,negative,lemah kuat"
"663,negative,kuat kalah stress pilih pikir"
"664,negative,kesel coba sodara antri kah kanker coba rasain fitnah"
"665,negative,pulang kah rumah mati tidak urus miskin now watching taruh apartemen"
"666,negative,antem tidak telor busuk ketek"
"667,negative,muka sedih banget pas kakak2 angkat bicara"
"668,negative,andy lihat kaku jaga sikap undang tamu lihat formal"
"669,negative,stress ngantuk"
"670,negative,lihat cover lihat sisi fisik isi beda"
"671,negative,kayak gajah bilang psikolog"
"672,negative,bakarin andy"
"673,negative,sakit perut kisah sarjana tua indonesia"
"674,negative,kerja tidak sesuai kualifikasi didik"
"675,negative,tidak masuk surga ibadah sia2 hahaah rt sp bilang tato tidak ibadah"
"676,negative,tato tidak ibadah"
"677,negative,bodoh tidak bodoh sistem mikemarjinal"
"678,negative,un tidak bocor malaikat alam kubur bocor"
"679,negative,anak lulus nilai palingg lulus snmptn undang bidik misi susah"
"680,negative,belanda peduli orang2 indonesia isolir perintah indonesia zhonk kickandymetrotv"
"681,negative,merinding deh"
"682,negative,indonesia2 didik rusak"
"683,negative,parah kualitas didik indonesia"
"684,negative,iya kick andy botak"
"685,negative,malu kalah tidak sempurna sempurna"
"686,negative,hukum indonesia adil"
"687,negative,tua keladi macan ompong melempem kecewa lihat amin rais"
"688,negative,media isi kisah sukses televisi bukan gosip berita rusuh acara2 gg kotor kucing"
"689,negative,harga harga"
"690,negative,sulit keluh"
"691,negative,hidup juang lelah lelah"
"692,negative,orangorang henti ajar bodoh"
"693,negative,ambil berfikir usak"
"694,negative,miris lihat usak indonesia"
"695,negative,sistem mikemarjinal bodoh"
"696,negative,stress lihat kacau"
"697,negative,kesel banget coba posisi"
"698,negative,coba pulang rumah mati tidak urus miskin taruh apartemen"
"699,negative,tidak bodoh malas"
"700,positive,tuju al misbah kick andy program favorit"
"701,positive,metro tv pancasila"
"702,positive,selera tidak akhir2 suka banget metropolitan televisi tidak kick andy selera tua"
"703,positive,mantap seru"
"704,positive,sahabat2 ayo metropolitan televisi ketua dpp pkb"
"705,positive,suara"
"706,positive,selamat prestasi dialog keren rugi"
"707,positive,moga acara metropolitan televisi acara favorit jaya kualitas"
"708,positive,menang ok rt dukung program televisi"
"709,positive,metrotv inspiratif"
"710,positive,asa tentram bahagia"
"711,positive,keren acara tajam silet"
"712,positive,malam kayak seru banget"
"713,positive,keren mantap"
"714,positive,keren tampil kandang lawan anies baswedan gemilang metropolitan televisi"
"715,positive,romantis muas pirsa sukses"
"716,positive,tarik diskusi anis"
"717,positive,pinter hebat debat acara metropolitan televisi"
"718,positive,metropolitan televisi paslon untung cerdas semangat allah"
"719,positive,bukti hebat anis insaallah jarot menang"
"720,positive,ok keren debat ala keren ala kpud atur jaga image"
"721,positive,moga jokowi lihat acara pelosok"
"722,positive,keren deh"
"723,positive,metropolitan televisi keren inspiratif kick andy"
"724,positive,metropolitan televisi televisi keren iya edukatif inspirasi kick andy"
"725,positive,pimpin cerdas santun jujur bersih pilih aniessandipemersatu"
"726,positive,lihat pemimpin2 islami cerdas teladan"
